timestamp,track_id,track_point_index,target_type,range_km,range_rate_mps,velocity_mps,radial_direction,azimuth_deg,elevation_deg,altitude_m,rcs_m2,signal_strength_db,snr_db,doppler_hz,bearing_rate_deg_s,noise_floor_db,clutter_index,weather_attenuation_db,jam_state,jam_power_db,false_target_count,burn_through_flag,track_quality,confidence
2026-01-01 00:00:32,1000,8,aircraft,261.638,-202.5,202.427,incoming,163.676,13.105,4396.08,10.3208,-56.32,24.308,-1734.426,0.3557,-92.426,0.204,2.796,none,0.0,0,1,0.957,0.893
2026-01-01 00:00:32,1001,8,aircraft,114.322,247.258,246.915,outgoing,93.139,7.115,4023.99,11.2259,-37.736,45.118,2885.923,0.2541,-87.812,0.039,2.532,none,0.0,0,1,0.961,0.917
2026-01-01 00:00:34,1001,9,aircraft,113.75,249.586,249.317,outgoing,94.016,8.117,3993.64,12.8745,-38.12,46.736,2927.232,0.2041,-86.073,0.22,2.359,none,0.0,0,1,0.969,0.887
2026-01-01 00:00:36,1000,9,aircraft,261.51,-200.549,201.018,incoming,165.522,13.378,4322.73,12.9897,-54.431,29.417,-2083.134,0.3542,-90.911,0.24,1.504,none,0.0,0,1,0.916,0.974
2026-01-01 00:00:36,1001,10,aircraft,114.447,246.612,246.581,outgoing,93.684,7.8,3957.67,10.8858,-37.849,47.819,2055.002,0.2272,-85.839,0.228,1.292,none,0.0,0,1,0.972,0.908
2026-01-01 00:00:38,1001,11,aircraft,115.886,244.396,244.19,outgoing,94.489,7.534,3930.51,10.0439,-37.385,46.566,1553.322,0.2203,-87.612,0.135,1.588,none,0.0,0,1,0.975,0.925
2026-01-01 00:00:40,1000,10,aircraft,260.54,-202.149,201.54,incoming,166.877,13.674,4356.2,11.617,-63.927,5.61,-2054.658,0.4732,-89.409,0.148,1.752,barrage,15.174,1,1,0.689,0.781
2026-01-01 00:00:40,1001,12,aircraft,115.047,245.05,245.258,outgoing,94.503,7.201,3964.81,10.9264,-39.841,50.414,2743.667,0.1653,-89.394,0.154,1.275,none,0.0,0,1,0.923,0.918
2026-01-01 00:00:42,1001,13,aircraft,115.559,238.31,237.42,outgoing,95.117,7.216,3923.54,10.656,-47.575,28.24,3231.053,0.2313,-85.968,0.075,1.416,barrage,12.396,2,1,0.634,0.793
2026-01-01 00:00:42,1002,0,aircraft,119.877,-216.033,215.818,incoming,203.947,12.424,6980.63,5.8541,-39.509,43.5,-3322.268,-0.1376,-88.808,0.211,0.956,none,0.0,0,1,0.955,0.924
2026-01-01 00:00:44,1000,11,aircraft,259.998,-206.441,206.521,incoming,168.524,13.239,4425.22,10.5284,-53.486,25.693,-1928.138,0.3739,-90.068,0.241,1.479,none,0.0,0,1,0.966,0.978
2026-01-01 00:00:44,1001,14,aircraft,116.505,240.127,239.801,outgoing,95.653,6.953,3981.67,11.3155,-35.827,46.9,3910.427,0.1928,-87.597,0.152,0.367,none,0.0,0,1,0.94,0.928
2026-01-01 00:00:46,1001,15,aircraft,116.604,234.693,234.788,outgoing,96.668,7.335,3909.78,11.3212,-38.696,49.052,3175.763,0.2208,-87.761,0.142,2.372,none,0.0,0,1,0.967,0.95
2026-01-01 00:00:46,1002,1,aircraft,119.238,-220.488,220.545,incoming,203.632,12.593,7235.95,5.4709,-40.295,39.195,-2403.682,-0.0989,-86.967,0.041,2.961,none,0.0,0,1,0.941,0.977
2026-01-01 00:00:48,1000,12,aircraft,258.835,-205.523,205.389,incoming,169.439,13.242,4424.42,13.0144,-54.621,27.327,-1247.191,0.3556,-90.807,0.209,1.627,none,0.0,0,1,0.922,0.863
2026-01-01 00:00:48,1001,16,aircraft,116.762,235.176,235.145,outgoing,96.396,7.63,3907.21,10.576,-36.774,46.131,1566.013,0.1865,-87.015,0.154,0.233,none,0.0,0,1,0.952,0.892
2026-01-01 00:00:50,1001,17,aircraft,117.117,232.764,232.955,outgoing,97.099,7.647,3988.96,11.4159,-37.231,46.382,2541.556,0.2017,-88.822,0.218,2.685,none,0.0,0,1,0.978,0.925
2026-01-01 00:00:50,1002,2,aircraft,119.099,-217.275,217.654,incoming,203.004,12.015,7151.82,6.3447,-39.701,39.798,-3749.745,-0.13,-85.256,0.051,1.282,none,0.0,0,1,0.978,0.924
2026-01-01 00:00:52,1000,13,aircraft,257.174,-206.331,206.245,incoming,170.996,13.339,4505.28,10.9936,-57.974,23.615,-1747.63,0.3292,-90.263,0.092,3.184,none,0.0,0,1,0.954,0.91
2026-01-01 00:00:52,1001,18,aircraft,117.792,235.11,235.362,outgoing,97.42,8.237,4004.11,12.6834,-41.647,33.037,3821.012,0.3664,-86.916,0.248,0.773,spot,15.995,0,1,0.737,0.757
2026-01-01 00:00:54,1001,19,aircraft,117.053,231.759,230.978,outgoing,99.057,7.926,3943.66,10.5877,-52.211,20.249,3377.917,0.2601,-87.237,0.188,0.089,barrage,18.071,3,1,0.596,0.724
2026-01-01 00:00:54,1002,3,aircraft,117.002,-217.549,218.06,incoming,202.316,12.726,7070.01,5.7939,-38.98,39.329,-2918.425,-0.0814,-84.886,0.126,0.334,none,0.0,0,1,0.953,0.936
2026-01-01 00:00:56,1000,14,aircraft,259.439,-207.982,208.189,incoming,172.985,12.284,4359.53,13.0222,-68.856,5.313,-2902.274,0.3941,-89.31,0.081,0.95,barrage,13.646,1,0,0.71,0.834
2026-01-01 00:00:56,1001,20,aircraft,119.171,232.097,231.967,outgoing,98.67,7.744,3859.67,11.1913,-38.402,49.274,2078.129,0.2306,-85.042,0.133,1.628,none,0.0,0,1,0.948,0.902
2026-01-01 00:00:58,1001,21,aircraft,119.05,229.634,229.599,outgoing,98.333,7.457,3864.02,10.729,-37.611,48.795,2046.775,0.2296,-86.009,0.157,0.436,none,0.0,0,1,0.962,0.952
2026-01-01 00:00:58,1002,4,aircraft,115.536,-219.919,219.726,incoming,202.084,12.396,7142.33,4.9074,-40.383,42.755,-3389.343,-0.1404,-85.379,0.226,0.382,none,0.0,0,1,0.931,0.93
2026-01-01 00:01:00,1000,15,aircraft,256.243,-208.552,208.467,incoming,174.038,12.847,4391.19,11.4869,-54.528,25.947,-1380.635,0.3838,-90.397,0.182,1.223,none,0.0,0,1,0.955,0.884
2026-01-01 00:01:00,1001,22,aircraft,119.52,222.605,222.827,outgoing,99.043,7.575,3842.88,11.8768,-37.563,51.37,3296.216,0.2306,-86.225,0.131,0.969,none,0.0,0,1,0.948,0.92
2026-01-01 00:01:00,1003,0,aircraft,290.556,-171.745,172.44,incoming,140.333,3.876,5165.49,17.3337,-57.801,36.376,-1530.114,0.0286,-87.724,0.049,2.673,none,0.0,0,1,0.922,0.94
2026-01-01 00:01:02,1001,23,aircraft,119.839,229.229,229.123,outgoing,99.321,7.072,3914.79,12.1292,-38.795,50.158,1691.711,0.2243,-85.937,0.1,2.812,none,0.0,0,1,0.954,0.944
2026-01-01 00:01:02,1002,5,aircraft,115.535,-216.271,216.308,incoming,201.088,12.788,7044.96,5.5062,-39.015,40.807,-2258.048,-0.0917,-86.817,0.098,0.722,none,0.0,0,1,0.938,0.914
2026-01-01 00:01:04,1000,16,aircraft,251.297,-221.19,222.888,incoming,174.389,13.88,4378.73,13.8507,-68.975,-2.033,-2615.221,0.2501,-90.667,0.216,0.447,barrage,16.89,2,1,0.701,0.739
2026-01-01 00:01:04,1001,24,aircraft,120.704,221.415,221.353,outgoing,100.07,8.011,3936.34,12.2179,-38.845,49.656,1893.722,0.1928,-87.689,0.058,2.901,none,0.0,0,1,0.958,0.961
2026-01-01 00:01:05,1003,1,aircraft,293.153,-170.322,170.202,incoming,140.372,4.015,5116.84,15.549,-57.215,31.537,-2478.479,0.0317,-87.769,0.181,1.619,none,0.0,0,1,0.944,0.964
2026-01-01 00:01:06,1002,6,aircraft,114.821,-220.392,220.021,incoming,201.047,12.77,7206.32,5.8784,-39.972,41.904,-3484.616,-0.1171,-87.174,0.221,1.139,none,0.0,0,1,0.96,0.887
2026-01-01 00:01:08,1000,17,aircraft,254.048,-207.996,208.007,incoming,176.486,13.457,4443.12,11.9089,-55.231,29.195,-2815.384,0.3496,-88.599,0.034,2.314,none,0.0,0,1,0.951,0.937
2026-01-01 00:01:10,1002,7,aircraft,113.687,-217.879,217.836,incoming,200.664,12.55,7099.09,5.1584,-42.084,37.28,-2387.117,-0.0905,-87.457,0.185,3.198,none,0.0,0,1,0.96,0.978
2026-01-01 00:01:10,1003,2,aircraft,288.607,-172.461,172.502,incoming,140.208,3.372,5109.64,15.9213,-56.946,35.8,-2971.28,0.038,-87.096,0.184,0.95,none,0.0,0,1,0.927,0.916
2026-01-01 00:01:12,1004,0,aircraft,161.46,200.98,201.163,outgoing,159.503,2.367,9542.03,4.5742,-46.261,36.263,3314.074,-0.1481,-89.56,0.168,1.462,none,0.0,0,1,0.964,0.962
2026-01-01 00:01:14,1002,8,aircraft,112.844,-219.084,216.607,incoming,200.781,13.13,7178.85,6.918,-52.059,20.339,-1646.568,-0.0234,-88.125,0.117,2.465,barrage,17.058,3,1,0.622,0.744
2026-01-01 00:01:14,1004,1,aircraft,162.705,207.277,207.382,outgoing,159.128,1.961,9480.58,5.7797,-46.654,38.869,1535.04,-0.1301,-88.851,0.232,2.281,none,0.0,0,1,0.95,0.93
2026-01-01 00:01:15,1003,3,aircraft,287.822,-166.093,166.233,incoming,140.416,4.022,5035.37,15.941,-60.101,33.947,-2211.583,0.0506,-86.907,0.219,1.387,none,0.0,0,1,0.937,0.982
2026-01-01 00:01:16,1004,2,aircraft,161.33,198.617,198.644,outgoing,158.83,2.619,9403.74,4.875,-45.925,34.102,2419.7,-0.1126,-90.767,0.067,2.867,none,0.0,0,1,0.941,0.937
2026-01-01 00:01:18,1002,9,aircraft,112.298,-202.903,203.138,incoming,199.071,11.686,7785.25,5.7093,-50.938,21.145,-1978.758,-0.152,-85.352,0.026,3.206,deceptive,14.378,3,1,0.629,0.797
2026-01-01 00:01:18,1004,3,aircraft,161.413,202.269,202.133,outgoing,158.756,2.675,9607.28,4.9874,-45.273,39.607,2007.261,-0.1484,-90.039,0.182,0.385,none,0.0,0,1,0.94,0.965
2026-01-01 00:01:20,1003,4,aircraft,291.403,-164.204,164.607,incoming,141.255,3.764,5417.51,20.4365,-65.595,13.802,-2905.022,0.0483,-86.645,0.23,0.213,deceptive,19.012,5,1,0.743,0.767
2026-01-01 00:01:20,1004,4,aircraft,163.395,198.832,199.099,outgoing,158.129,2.871,9451.12,4.9791,-46.036,35.23,2297.634,-0.0969,-88.413,0.102,2.671,none,0.0,0,1,0.933,0.989
2026-01-01 00:01:22,1002,10,aircraft,110.111,-215.062,215.059,incoming,199.752,12.607,7151.43,5.0634,-38.065,43.758,-1550.798,-0.1209,-85.644,0.173,0.023,none,0.0,0,1,0.956,0.961
2026-01-01 00:01:22,1004,5,aircraft,163.007,198.096,198.157,outgoing,157.918,2.449,9697.14,4.9829,-46.126,40.574,1824.693,-0.1272,-90.296,0.151,1.767,none,0.0,0,1,0.949,0.947
2026-01-01 00:01:24,1004,6,aircraft,164.445,195.193,195.046,outgoing,157.573,2.344,9930.22,4.8679,-44.171,37.279,2820.539,-0.1773,-88.569,0.224,0.183,none,0.0,0,1,0.905,0.913
2026-01-01 00:01:25,1003,5,aircraft,287.811,-167.578,167.743,incoming,140.734,3.493,5056.86,14.6429,-57.447,34.616,-1880.099,0.0363,-87.719,0.164,2.23,none,0.0,0,1,0.942,0.893
2026-01-01 00:01:26,1002,11,aircraft,109.723,-213.603,212.949,incoming,198.089,12.483,6850.55,6.4793,-52.05,10.612,-1278.04,-0.1794,-86.822,0.167,3.14,deceptive,22.14,3,1,0.773,0.662
2026-01-01 00:01:26,1004,7,aircraft,164.87,188.45,188.323,outgoing,157.457,3.0,9677.2,5.0071,-45.854,37.27,2034.979,-0.1198,-88.974,0.157,1.995,none,0.0,0,1,0.946,0.974
2026-01-01 00:01:28,1004,8,aircraft,164.583,193.435,192.942,outgoing,157.645,2.656,9685.04,5.6614,-46.808,36.604,3198.077,-0.1551,-89.698,0.073,1.596,none,0.0,0,1,0.962,0.972
2026-01-01 00:01:30,1002,12,aircraft,108.051,-218.388,219.276,incoming,197.848,12.602,7257.85,5.0002,-44.526,25.159,-1911.307,-0.0737,-85.607,0.233,0.978,deceptive,12.219,5,1,0.801,0.817
2026-01-01 00:01:30,1003,6,aircraft,293.982,-161.994,163.188,incoming,142.127,4.529,5289.35,13.4891,-69.362,7.407,-1508.424,0.0573,-87.808,0.058,2.768,barrage,21.867,1,1,0.761,0.804
2026-01-01 00:01:30,1004,9,aircraft,164.129,186.461,186.254,outgoing,157.371,3.29,9587.0,5.9122,-45.024,41.381,2231.666,-0.1638,-88.582,0.043,1.11,none,0.0,0,1,0.956,0.987
2026-01-01 00:01:32,1004,10,aircraft,166.074,189.187,189.178,outgoing,156.797,2.026,9469.25,5.9521,-44.728,36.026,2873.067,-0.1181,-91.805,0.08,0.455,none,0.0,0,1,0.948,0.99
2026-01-01 00:01:34,1002,13,aircraft,108.599,-212.218,212.274,incoming,198.093,12.423,7152.76,4.7814,-39.043,41.401,-3680.146,-0.0942,-85.753,0.076,2.755,none,0.0,0,1,0.976,0.943
2026-01-01 00:01:34,1004,11,aircraft,163.779,182.39,182.128,outgoing,156.599,2.359,9549.33,5.0509,-45.626,39.579,1569.884,-0.1303,-89.635,0.194,0.006,none,0.0,0,1,0.94,0.943
2026-01-01 00:01:35,1003,7,aircraft,285.247,-164.063,164.236,incoming,141.063,3.65,5056.4,13.6353,-57.604,37.061,-1711.896,0.0544,-86.407,0.205,0.827,none,0.0,0,1,0.966,0.954
2026-01-01 00:01:36,1004,12,aircraft,165.785,186.307,186.246,outgoing,156.026,2.369,9732.88,4.776,-47.005,36.797,1154.094,-0.1389,-89.311,0.125,2.057,none,0.0,0,1,0.99,0.905
2026-01-01 00:01:38,1002,14,aircraft,107.698,-213.918,213.699,incoming,197.152,12.313,7261.23,5.1247,-39.6,44.189,-2363.138,-0.11,-85.82,0.178,0.667,none,0.0,0,1,0.99,0.944
2026-01-01 00:01:38,1004,13,aircraft,165.76,181.772,181.576,outgoing,156.193,2.775,9482.68,5.557,-46.099,38.157,2452.837,-0.1403,-89.044,0.226,1.291,none,0.0,0,1,0.899,0.964
2026-01-01 00:01:38,1005,0,aircraft,338.945,189.151,189.316,outgoing,313.549,1.735,6807.44,13.7443,-65.696,34.808,1381.888,-0.2424,-89.541,0.142,1.957,none,0.0,0,1,0.952,0.952
2026-01-01 00:01:40,1003,8,aircraft,284.61,-160.845,160.606,incoming,141.468,3.855,5164.07,15.0874,-58.92,34.583,-1331.142,0.0216,-87.797,0.118,2.636,none,0.0,0,1,0.953,0.951
2026-01-01 00:01:40,1004,14,aircraft,166.619,180.971,180.799,outgoing,155.928,2.559,9798.0,5.73,-47.214,36.119,1752.979,-0.1487,-91.105,0.2,1.99,none,0.0,0,1,0.956,0.897
2026-01-01 00:01:40,1005,1,aircraft,340.177,186.039,185.915,outgoing,312.708,1.739,6782.25,14.6483,-63.525,29.074,1875.097,-0.2551,-91.871,0.095,2.502,none,0.0,0,1,0.958,0.899
2026-01-01 00:01:42,1002,15,aircraft,107.401,-212.067,212.045,incoming,197.223,12.107,7080.52,6.1265,-37.985,43.888,-3569.852,-0.0665,-84.182,0.141,0.855,none,0.0,0,1,0.967,0.943
2026-01-01 00:01:42,1004,15,aircraft,165.96,176.346,176.67,outgoing,155.774,2.517,9471.96,4.9559,-46.112,40.169,2664.409,-0.153,-89.917,0.095,0.133,none,0.0,0,1,0.958,0.955
2026-01-01 00:01:42,1005,2,aircraft,340.682,192.11,192.007,outgoing,312.4,1.727,6830.38,13.6719,-63.939,32.506,2334.406,-0.2004,-90.173,0.16,0.605,none,0.0,0,1,0.967,0.938
2026-01-01 00:01:44,1004,16,aircraft,166.259,172.353,172.341,outgoing,155.139,2.472,9704.97,4.4215,-48.097,34.946,2024.457,-0.106,-88.021,0.164,3.288,none,0.0,0,1,0.966,0.888
2026-01-01 00:01:44,1005,3,aircraft,341.93,182.286,181.992,outgoing,311.677,0.918,6555.87,18.3902,-73.554,1.796,1458.436,-0.4357,-91.72,0.059,0.553,barrage,22.356,3,0,0.773,0.781
2026-01-01 00:01:45,1003,9,aircraft,291.833,-167.68,167.648,incoming,141.275,4.079,5251.83,15.0747,-66.987,16.667,-2048.369,0.0353,-85.874,0.211,2.665,spot,10.347,0,1,0.826,0.862
2026-01-01 00:01:46,1002,16,aircraft,105.931,-209.05,209.253,incoming,196.355,12.87,7164.69,4.9372,-36.85,46.421,-3720.67,-0.1183,-86.768,0.087,0.163,none,0.0,0,1,0.973,0.988
2026-01-01 00:01:46,1004,17,aircraft,167.427,165.848,167.45,outgoing,155.105,2.44,9476.41,5.4598,-59.322,12.662,1213.732,-0.2099,-89.215,0.247,2.191,barrage,17.079,1,0,0.675,0.717
2026-01-01 00:01:46,1005,4,aircraft,336.924,197.611,197.247,outgoing,312.629,3.214,7104.08,16.6277,-70.626,12.309,2657.812,-0.328,-90.94,0.244,1.847,spot,14.143,0,1,0.763,0.759
2026-01-01 00:01:48,1004,18,aircraft,166.338,164.401,164.368,outgoing,154.847,2.597,9400.95,5.7563,-60.748,8.269,2863.893,-0.0608,-89.859,0.059,2.603,barrage,16.834,2,1,0.642,0.806
2026-01-01 00:01:48,1005,5,aircraft,342.019,190.877,191.066,outgoing,310.71,1.646,7004.03,13.0118,-64.686,32.297,2880.808,-0.2333,-89.035,0.114,1.308,none,0.0,0,1,0.96,0.99
2026-01-01 00:01:50,1002,17,aircraft,105.575,-209.927,210.255,incoming,196.177,11.915,7161.19,5.6762,-39.285,44.178,-2670.458,-0.0828,-88.187,0.194,2.092,none,0.0,0,1,0.936,0.931
2026-01-01 00:01:50,1003,10,aircraft,280.189,-160.985,160.878,incoming,141.311,3.762,5199.16,16.8936,-59.262,36.171,-1393.823,0.0271,-86.43,0.173,2.671,none,0.0,0,1,0.963,0.92
2026-01-01 00:01:50,1004,19,aircraft,168.352,168.712,169.091,outgoing,154.603,2.404,9818.74,5.05,-47.224,36.057,2824.028,-0.131,-89.759,0.183,3.239,none,0.0,0,1,0.964,0.898
2026-01-01 00:01:50,1005,6,aircraft,341.507,194.465,194.642,outgoing,310.453,1.364,7030.03,13.1578,-65.526,31.688,3169.633,-0.2513,-90.455,0.25,1.963,none,0.0,0,1,0.97,0.99
2026-01-01 00:01:52,1004,20,aircraft,167.497,162.263,162.489,outgoing,153.786,2.43,9567.41,5.8693,-45.644,36.385,1193.257,-0.1563,-89.121,0.093,1.259,none,0.0,0,1,0.955,0.946
2026-01-01 00:01:52,1005,7,aircraft,344.009,191.072,190.954,outgoing,310.374,2.284,6899.37,12.6657,-63.472,30.028,3263.402,-0.261,-91.062,0.099,1.344,none,0.0,0,1,0.922,0.932
2026-01-01 00:01:54,1002,18,aircraft,103.733,-197.947,198.992,incoming,195.098,12.71,7294.27,5.485,-45.778,25.733,-2196.47,-0.2777,-87.414,0.216,0.379,spot,17.195,0,1,0.836,0.717
2026-01-01 00:01:54,1004,21,aircraft,169.634,164.37,165.189,outgoing,153.62,1.498,10556.45,5.2577,-51.868,16.033,1325.388,-0.0921,-89.066,0.132,0.473,deceptive,19.99,6,1,0.813,0.769
2026-01-01 00:01:54,1005,8,aircraft,341.356,191.821,191.786,outgoing,309.157,1.954,6874.01,14.1986,-64.509,31.441,3420.037,-0.2389,-89.663,0.248,0.948,none,0.0,0,1,0.973,0.938
2026-01-01 00:01:55,1003,11,aircraft,283.164,-161.363,161.094,incoming,141.694,3.805,5076.58,15.3515,-58.616,31.372,-2394.511,0.0302,-87.654,0.2,3.403,none,0.0,0,1,0.956,0.967
2026-01-01 00:01:56,1004,22,aircraft,168.235,162.935,162.832,outgoing,153.896,2.924,9577.91,5.2687,-43.442,39.494,1611.357,-0.1163,-89.348,0.059,0.003,none,0.0,0,1,0.945,0.986
2026-01-01 00:01:56,1005,9,aircraft,340.923,189.963,189.427,outgoing,308.829,1.735,7023.04,14.3273,-72.445,11.202,1392.03,-0.1248,-92.742,0.058,0.079,spot,15.292,0,1,0.773,0.831
2026-01-01 00:01:57,1006,0,aircraft,264.371,174.633,175.018,outgoing,307.866,16.61,3354.77,6.268,-65.277,17.668,2898.573,0.3214,-93.364,0.214,1.954,deceptive,11.349,5,1,0.718,0.814
2026-01-01 00:01:58,1002,19,aircraft,103.442,-214.843,214.865,incoming,195.613,12.427,7181.41,5.001,-39.425,44.253,-2661.293,-0.1196,-86.299,0.117,1.376,none,0.0,0,1,0.932,0.927
2026-01-01 00:01:58,1004,23,aircraft,165.617,162.541,163.258,outgoing,152.098,2.879,9988.89,6.7832,-54.493,19.468,2672.146,-0.0812,-89.146,0.114,0.606,deceptive,14.368,2,1,0.814,0.79
2026-01-01 00:01:58,1005,10,aircraft,346.81,198.825,198.662,outgoing,308.405,1.606,6828.29,14.1222,-67.47,27.128,1701.939,-0.2334,-92.544,0.116,3.31,none,0.0,0,1,0.951,0.957
2026-01-01 00:02:00,1003,12,aircraft,282.392,-156.734,156.456,incoming,142.263,3.875,5207.43,16.9254,-58.31,31.829,-2713.871,0.0474,-86.795,0.242,2.891,none,0.0,0,1,0.933,0.91
2026-01-01 00:02:00,1004,24,aircraft,169.383,165.246,165.629,outgoing,152.728,2.298,9517.46,5.5196,-48.337,37.059,2242.089,-0.1314,-88.28,0.167,2.135,none,0.0,0,1,0.967,0.912
2026-01-01 00:02:00,1005,11,aircraft,344.021,197.805,197.71,outgoing,307.719,2.811,6809.95,14.3885,-64.284,31.09,2840.298,-0.2212,-91.074,0.181,1.065,none,0.0,0,1,0.957,0.932
2026-01-01 00:02:02,1002,20,aircraft,104.467,-204.982,205.266,incoming,194.226,13.04,6684.55,6.1582,-46.474,24.036,-1274.725,0.0064,-86.851,0.039,2.215,deceptive,13.478,5,1,0.65,0.749
2026-01-01 00:02:02,1005,12,aircraft,342.371,192.694,193.051,outgoing,307.521,1.932,6750.0,12.3305,-65.889,23.748,1397.736,-0.236,-90.56,0.214,2.613,none,0.0,0,1,0.99,0.889
2026-01-01 00:02:02,1006,1,aircraft,265.895,175.508,175.67,outgoing,308.038,15.835,3551.77,6.1176,-59.629,30.67,1893.157,0.2722,-93.318,0.148,2.637,none,0.0,0,1,0.961,0.91
2026-01-01 00:02:04,1005,13,aircraft,342.368,194.378,194.139,outgoing,307.369,1.962,6884.13,13.2387,-62.694,29.986,2328.084,-0.2106,-91.647,0.219,1.265,none,0.0,0,1,0.948,0.965
2026-01-01 00:02:05,1003,13,aircraft,280.472,-154.679,154.793,incoming,141.886,4.377,5210.41,15.4875,-57.433,36.409,-1067.43,0.0201,-88.519,0.075,1.345,none,0.0,0,1,0.95,0.975
2026-01-01 00:02:06,1002,21,aircraft,101.356,-207.584,207.653,incoming,194.669,12.783,7285.77,5.1563,-38.614,43.627,-1744.247,-0.1253,-85.42,0.039,2.59,none,0.0,0,1,0.924,0.961
2026-01-01 00:02:06,1005,14,aircraft,347.833,198.322,198.633,outgoing,306.48,1.915,6823.75,15.1623,-66.583,27.659,1915.32,-0.2123,-92.558,0.226,2.832,none,0.0,0,1,0.939,0.9
2026-01-01 00:02:06,1007,0,aircraft,98.059,-204.202,204.269,incoming,346.948,3.862,3611.92,5.8882,-35.352,40.716,-1605.56,0.2905,-89.87,0.22,0.118,none,0.0,0,1,0.935,0.895
2026-01-01 00:02:07,1006,2,aircraft,265.034,175.849,176.317,outgoing,308.904,16.693,3486.23,6.2079,-58.164,32.788,3157.32,0.2699,-96.071,0.037,1.743,none,0.0,0,1,0.927,0.958
2026-01-01 00:02:08,1005,15,aircraft,345.653,199.578,199.473,outgoing,306.395,1.889,6844.0,11.8793,-65.433,28.394,2758.749,-0.2213,-91.582,0.038,1.136,none,0.0,0,1,0.935,0.942
2026-01-01 00:02:08,1007,1,aircraft,97.883,-194.041,194.082,incoming,347.581,4.398,3441.43,6.2287,-38.092,35.201,-2166.939,0.2733,-87.035,0.04,2.162,none,0.0,0,1,0.943,0.932
